genreid,movieid,userid,rating,timestamp,name
5,520,88,4,1089753933,Comedy
5,528,34,1,982512655,Comedy
5,528,65,2,970836669,Comedy
5,532,5,5,857912593,Comedy
5,532,60,2,857915881,Comedy
5,532,77,3,833278181,Comedy
5,532,83,3,849548939,Comedy
5,539,1,5,838984068,Comedy
5,539,2,3,868246262,Comedy
5,539,11,5,946011823,Comedy
5,539,18,3,1111545275,Comedy
5,539,19,4,877088623,Comedy
5,539,22,4,838983501,Comedy
5,539,23,4,849544033,Comedy
5,539,26,3,844421054,Comedy
5,539,30,5,876528949,Comedy
5,539,34,3,981825144,Comedy
5,539,38,4,1162856777,Comedy
5,539,42,4,844421539,Comedy
5,539,43,5,912611961,Comedy
5,539,50,4,838984470,Comedy
5,539,51,1,941560020,Comedy
5,539,54,3,844425291,Comedy
5,539,58,4,945877824,Comedy
5,539,65,3,970836795,Comedy
5,539,77,4,833278066,Comedy
5,542,34,4,981826345,Comedy
5,543,8,4,1115858359,Comedy
5,543,19,4,877085846,Comedy
5,543,36,4,1049773563,Comedy
5,543,43,3,912612780,Comedy
5,543,88,4,1084225706,Comedy
5,546,34,1,982513301,Comedy
5,546,36,4,1049835205,Comedy
5,550,41,2,959867131,Comedy
5,552,8,4,1115858369,Comedy
5,552,19,3,877087674,Comedy
5,552,34,4,981825279,Comedy
5,552,36,2,1049773052,Comedy
5,552,43,5,912612677,Comedy
5,552,76,4,834876851,Comedy
5,562,5,5,857911752,Comedy
5,562,44,5,948219039,Comedy
5,562,60,4,857914286,Comedy
5,562,78,5,1100552133,Comedy
5,566,65,2,970836148,Comedy
5,568,70,2,1022124877,Comedy
5,569,13,3,1035217644,Comedy
5,569,34,2,981561451,Comedy
5,569,36,3,1049771143,Comedy
5,575,34,3,982512778,Comedy
5,575,53,1,1022108265,Comedy
5,575,65,3,970834629,Comedy
5,575,88,4,1084380169,Comedy
5,585,18,2,1111553684,Comedy
5,585,19,4,877088711,Comedy
5,585,34,1,981825939,Comedy
5,585,60,3,857915735,Comedy
5,585,65,3,970393700,Comedy
5,585,83,3,849549012,Comedy
5,585,88,4,1084225799,Comedy
5,586,1,5,838984068,Comedy
5,586,4,5,844416936,Comedy
5,586,8,3,1116550537,Comedy
5,586,13,2,1035217737,Comedy
5,586,18,1,1111546116,Comedy
5,586,19,2,877093315,Comedy
5,586,22,2,838983501,Comedy
5,586,26,3,844421023,Comedy
5,586,30,4,876529426,Comedy
5,586,34,3,981825796,Comedy
5,586,36,4,1049772646,Comedy
5,586,38,4,1162329036,Comedy
5,586,42,3,844421514,Comedy
5,586,47,4,1162150154,Comedy
5,586,50,3,838984470,Comedy
5,586,54,4,844425181,Comedy
5,586,56,2,1162164162,Comedy
5,586,72,4,844423668,Comedy
5,586,77,3,833148973,Comedy
5,586,79,3,844424013,Comedy
5,586,83,3,849549674,Comedy
5,586,88,4,1084225495,Comedy
5,587,4,5,844416980,Comedy
5,587,8,2,1116548990,Comedy
5,587,10,4,941545629,Comedy
5,587,18,3,1111546039,Comedy
5,587,19,4,877087730,Comedy
5,587,22,3,838983478,Comedy
5,587,26,4,844421042,Comedy
5,587,35,3,1133600424,Comedy
5,587,38,3,1208670024,Comedy
5,587,41,3,959866960,Comedy
5,587,43,5,912612040,Comedy
5,587,50,3,838984449,Comedy
5,587,54,3,844425247,Comedy
5,587,77,4,833278087,Comedy
5,587,88,4,1084225367,Comedy
5,588,1,5,838983339,Comedy
5,588,4,5,844416699,Comedy
5,588,8,3,1115858256,Comedy
5,588,19,5,877081263,Comedy
5,588,22,4,838983293,Comedy
5,588,26,5,844420933,Comedy
5,588,30,5,876528105,Comedy
5,588,34,4,981824526,Comedy
5,588,36,5,1049770897,Comedy
5,588,38,4,1164581366,Comedy
5,588,41,4,959867497,Comedy
5,588,42,3,844421421,Comedy
5,588,43,4,912611594,Comedy
5,588,50,3,838984207,Comedy
5,588,54,3,844425029,Comedy
5,588,56,5,1162155786,Comedy
5,588,62,3,834874529,Comedy
5,588,65,4,970393307,Comedy
5,588,67,4,832997067,Comedy
5,588,72,4,844423555,Comedy
5,588,73,5,974300761,Comedy
5,588,77,4,832197974,Comedy
5,588,82,5,1216275897,Comedy
5,588,86,5,945878462,Comedy
5,588,88,5,1084225272,Comedy
5,588,89,4,830343530,Comedy
5,597,4,3,844416980,Comedy
5,597,10,4,941545576,Comedy
5,597,18,4,1111546015,Comedy
5,597,19,3,877093819,Comedy
5,597,22,1,838983501,Comedy
5,597,26,3,844421042,Comedy
5,597,30,5,876527368,Comedy
5,597,36,4,1049945945,Comedy
5,597,38,4,1162328491,Comedy
5,597,41,5,959866927,Comedy
5,597,42,4,844421526,Comedy
5,597,43,5,912612040,Comedy
5,597,47,5,1162150051,Comedy
5,597,50,4,838984470,Comedy
5,597,54,3,844425291,Comedy
5,597,58,3,953270996,Comedy
5,597,72,4,844423668,Comedy
5,597,88,4,1084225448,Comedy
5,608,5,5,857911357,Comedy
5,608,7,5,1050329523,Comedy
5,608,8,5,1111622911,Comedy
5,608,10,3,941528215,Comedy
5,608,13,3,1035218040,Comedy
5,608,18,5,1111545950,Comedy
5,608,19,3,877082199,Comedy
5,608,23,5,849543509,Comedy
5,608,24,3,868254301,Comedy
5,608,27,4,857911446,Comedy
5,608,30,4,876526278,Comedy
5,608,33,5,849544240,Comedy
5,608,34,2,981824079,Comedy
5,608,35,5,1133600412,Comedy
5,608,36,3,1049770712,Comedy
5,608,40,5,945889180,Comedy
5,608,41,3,959866476,Comedy
5,608,44,5,948217993,Comedy
5,608,45,5,974295674,Comedy
5,608,51,5,947454378,Comedy
5,608,60,4,857913831,Comedy
5,608,61,4,974297693,Comedy
5,608,64,5,857914274,Comedy
5,608,67,4,832997393,Comedy
5,608,68,4,945878115,Comedy
5,608,73,4,974297601,Comedy
5,608,78,5,1083963830,Comedy
5,608,79,5,844424162,Comedy
5,608,83,4,849547127,Comedy
5,608,84,3,868260939,Comedy
5,608,85,3,941537476,Comedy
5,608,90,5,857915212,Comedy
5,608,91,2,948231053,Comedy
5,608,92,5,1162162985,Comedy
5,612,60,3,857914248,Comedy
5,612,64,1,857914975,Comedy
5,615,51,5,982367834,Comedy
5,615,65,2,970393700,Comedy
5,634,33,3,849545370,Comedy
5,637,8,4,1116550540,Comedy
5,637,18,3,1111553931,Comedy
5,637,19,3,877089173,Comedy
5,637,27,3,857911649,Comedy
5,637,30,4,876527150,Comedy
5,637,57,3,868259747,Comedy
5,637,65,3,951101092,Comedy
5,637,83,3,849547225,Comedy
5,637,90,5,857915374,Comedy
5,639,63,4,945877412,Comedy
5,663,57,3,868260053,Comedy
5,663,73,5,974327590,Comedy
5,671,36,5,1049836203,Comedy
5,671,43,4,912611750,Comedy
5,671,64,2,857914631,Comedy
5,671,78,4,1089333274,Comedy
5,673,34,2,982512588,Comedy
5,673,36,2,1049834786,Comedy
5,673,43,3,912613190,Comedy
5,673,57,5,868259846,Comedy
5,673,65,3,970836905,Comedy
5,673,88,5,1084225894,Comedy
5,673,90,4,857915627,Comedy
5,688,8,3,1116552894,Comedy
5,688,19,3,877086087,Comedy
5,688,36,3,1049835009,Comedy
5,688,43,3,912613230,Comedy
5,700,36,4,1049771666,Comedy
5,700,65,2,970393437,Comedy
5,705,8,3,1116547584,Comedy
5,708,5,1,857911416,Comedy
5,708,13,2,1023204757,Comedy
5,708,23,5,849543527,Comedy
5,708,24,5,868254354,Comedy
5,708,36,2,1049772929,Comedy
5,708,41,2,959866978,Comedy
5,708,43,5,912612009,Comedy
5,708,64,3,857914351,Comedy
5,708,65,4,951500952,Comedy
5,708,79,3,844424795,Comedy
5,708,84,3,868260999,Comedy
5,708,90,3,857915304,Comedy
5,709,19,3,877087451,Comedy
5,709,33,3,849544696,Comedy
5,719,2,3,868246191,Comedy
5,719,27,2,857911839,Comedy
5,719,36,2,1049773284,Comedy
5,719,57,4,868259792,Comedy
5,719,64,3,857914513,Comedy
5,719,83,3,849547588,Comedy
5,720,19,5,877080402,Comedy
5,720,23,5,849544070,Comedy
5,720,73,4,974297578,Comedy
5,720,78,5,1089332698,Comedy
5,724,34,2,981826221,Comedy
5,724,57,4,868259846,Comedy
5,724,88,4,1084223356,Comedy
5,724,90,3,857915519,Comedy
5,725,64,3,857914975,Comedy
5,728,23,4,849543736,Comedy
5,728,51,5,982369016,Comedy
5,728,60,4,857914203,Comedy
5,728,64,3,857914891,Comedy
5,728,78,4,1089333260,Comedy
5,728,79,3,844424744,Comedy
5,735,65,4,970393933,Comedy
5,743,57,4,868259792,Comedy
5,745,23,5,849543703,Comedy
5,745,65,4,989056936,Comedy
5,745,70,4,1213919204,Comedy
5,745,73,4,974297578,Comedy
5,745,78,5,1083962890,Comedy
5,745,91,5,948229019,Comedy
5,747,57,3,868259995,Comedy
5,750,11,4,945877215,Comedy
5,750,19,3,877080919,Comedy
5,750,35,5,1133601207,Comedy
5,750,51,5,943883033,Comedy
5,750,56,5,1162155053,Comedy
5,750,58,4,951028014,Comedy
5,750,65,3,970778963,Comedy
5,750,70,5,1213919351,Comedy
5,750,73,4,974297680,Comedy
5,750,78,5,1083963825,Comedy
5,750,83,5,849633726,Comedy
5,750,91,4,948233113,Comedy
5,753,51,5,947454698,Comedy
5,753,65,3,970835727,Comedy
5,753,68,3,945879138,Comedy
5,762,27,3,857911649,Comedy
5,762,34,2,982512927,Comedy
5,762,77,3,835988041,Comedy
5,765,19,2,877089236,Comedy
5,765,43,5,912612780,Comedy
5,765,57,4,868259946,Comedy
5,765,64,3,857914761,Comedy
5,765,65,3,970834443,Comedy
5,765,90,3,857915682,Comedy
5,778,5,4,857911485,Comedy
5,778,8,4,1116548986,Comedy
5,778,18,5,1111546224,Comedy
5,778,23,4,849543544,Comedy
5,778,35,5,1133601873,Comedy
5,778,36,3,1056229845,Comedy
5,778,37,4,1115624839,Comedy
5,778,44,4,948218789,Comedy
5,778,47,4,1162150265,Comedy
5,778,58,3,951028744,Comedy
5,778,64,3,857914513,Comedy
5,778,68,4,945878983,Comedy
5,778,73,4,974298327,Comedy
5,778,78,5,1083965526,Comedy
5,778,79,4,844424239,Comedy
5,778,85,3,941537816,Comedy
5,784,8,4,1115858371,Comedy
5,784,27,2,857911513,Comedy
5,784,33,2,849544551,Comedy
5,784,34,1,982512778,Comedy
5,784,57,3,868259691,Comedy
5,784,84,2,868260999,Comedy
5,784,88,4,1084225656,Comedy
5,784,90,1,857915304,Comedy
5,785,8,4,1115858395,Comedy
5,785,27,3,857912083,Comedy
5,785,34,3,981825870,Comedy
5,785,36,4,1049771870,Comedy
5,785,57,3,868259895,Comedy
5,785,88,4,1084225739,Comedy
5,785,90,4,857915627,Comedy
5,788,18,4,1111545251,Comedy
5,788,24,4,868254354,Comedy
5,788,27,2,857911513,Comedy
5,788,34,3,981826108,Comedy
5,788,36,2,1049942280,Comedy
5,788,38,3,1162856919,Comedy
5,788,56,2,1162164299,Comedy
5,788,57,5,868259691,Comedy
5,788,60,3,857913887,Comedy
5,788,65,3,970836148,Comedy
5,788,83,3,849547225,Comedy
5,788,84,3,868260999,Comedy
5,788,90,3,857915304,Comedy
5,799,8,5,1111546100,Comedy
5,799,27,3,857912358,Comedy
5,799,34,2,982511010,Comedy
5,799,57,5,868260053,Comedy
5,799,73,3,974327126,Comedy
5,799,90,4,857915740,Comedy
5,801,34,2,981825870,Comedy
5,801,36,2,1050207089,Comedy
5,803,44,5,948219039,Comedy
5,804,41,2,959867221,Comedy
5,810,36,1,1049943382,Comedy
5,810,57,3,868260053,Comedy
5,818,5,3,857911722,Comedy
5,818,57,3,868260053,Comedy
5,829,19,4,877082061,Comedy
5,829,34,2,982513142,Comedy
5,830,43,5,912612991,Comedy
5,830,57,4,868259896,Comedy
5,830,65,3,951143992,Comedy
5,833,34,2,982513224,Comedy
5,837,14,5,1133575153,Comedy
5,837,34,1,981825690,Comedy
5,837,36,4,1049773821,Comedy
5,837,38,4,1162857299,Comedy
5,837,65,3,970835178,Comedy
5,837,86,3,945878462,Comedy
5,837,90,4,857916442,Comedy
5,838,18,4,1111553762,Comedy
5,838,23,5,849543736,Comedy
5,838,30,5,876526432,Comedy
5,838,44,5,948218970,Comedy
5,838,51,5,941539690,Comedy
5,838,57,4,868260053,Comedy
5,838,65,3,970778963,Comedy
5,842,8,4,1116549537,Comedy
5,842,27,3,857927283,Comedy
5,847,19,3,877094076,Comedy
5,852,24,4,868254426,Comedy
5,852,30,5,876526312,Comedy
5,852,36,2,1049773201,Comedy
5,852,41,2,959867085,Comedy
5,852,43,4,912612009,Comedy
5,852,57,3,868259792,Comedy
5,852,64,3,857914576,Comedy
5,852,65,2,970837159,Comedy
5,861,73,4,974300833,Comedy
5,870,13,2,1035217951,Comedy
5,870,34,3,982512482,Comedy
5,870,36,1,1049945465,Comedy
5,881,34,1,982512655,Comedy
5,892,58,4,951028922,Comedy
5,898,41,4,959867497,Comedy
5,898,51,5,941539892,Comedy
5,898,56,5,1162157559,Comedy
5,898,60,4,857915579,Comedy
5,898,68,4,945877957,Comedy
5,898,70,5,1213948042,Comedy
5,899,7,5,1050098459,Comedy
5,899,19,4,877081935,Comedy
5,899,34,2,981561115,Comedy
5,899,37,2,1111545281,Comedy
5,899,41,5,959866657,Comedy
5,899,51,5,941645300,Comedy
5,899,58,4,951028378,Comedy
5,899,60,5,857915382,Comedy
5,899,73,5,974297729,Comedy
5,899,83,4,849634697,Comedy
5,901,51,4,972081471,Comedy
5,905,51,5,972081369,Comedy
5,905,56,5,1162157556,Comedy
5,905,65,3,970834443,Comedy
5,905,68,4,945877957,Comedy
5,909,51,5,941539167,Comedy
5,909,56,5,1162155469,Comedy
5,909,78,4,1100051968,Comedy
5,910,41,5,959867418,Comedy
5,910,51,5,941540015,Comedy
5,910,56,5,1162155452,Comedy
5,910,58,5,951028033,Comedy
5,910,60,4,857915471,Comedy
5,910,65,3,970836796,Comedy
5,910,70,5,1022125056,Comedy
5,910,73,4,974297754,Comedy
5,910,83,5,849635085,Comedy
5,911,51,5,941540082,Comedy
5,911,68,5,945878712,Comedy
5,911,73,5,974327007,Comedy
5,914,19,4,877080751,Comedy
5,914,30,5,876528840,Comedy
5,914,41,4,959866786,Comedy
5,914,51,5,943882599,Comedy
5,914,56,5,1162159049,Comedy
5,914,58,5,951028364,Comedy
5,914,60,4,857915734,Comedy
5,914,65,3,970835897,Comedy
5,914,73,4,974300486,Comedy
5,914,83,3,849635426,Comedy
5,915,17,5,1049767908,Comedy
5,915,41,4,959866891,Comedy
5,915,51,5,941540015,Comedy
5,915,56,5,1162155466,Comedy
5,916,19,4,877080177,Comedy
5,916,44,5,948226453,Comedy
5,916,51,4,941540015,Comedy
5,921,19,3,877086260,Comedy
5,921,73,5,974298020,Comedy
5,921,83,4,849634440,Comedy
5,927,58,5,945901059,Comedy
5,934,8,4,1115860151,Comedy
5,934,36,4,1049773531,Comedy
5,937,51,4,972081493,Comedy
5,937,56,5,1162155479,Comedy
5,945,51,5,943882698,Comedy
5,946,51,4,941539131,Comedy
5,946,56,5,1162158523,Comedy
5,947,51,5,972081369,Comedy
5,947,56,5,1162158972,Comedy
5,947,60,4,857915989,Comedy
5,947,68,4,945878040,Comedy
5,950,51,5,941656980,Comedy
5,950,52,4,945877258,Comedy
5,950,56,5,1162158464,Comedy
5,950,68,4,945878063,Comedy
5,951,7,5,1054292632,Comedy
5,951,19,4,877081180,Comedy
5,951,51,5,941539874,Comedy
5,951,56,5,1162156707,Comedy
5,951,68,4,945877931,Comedy
5,951,73,4,974298189,Comedy
5,952,65,3,970393438,Comedy
5,952,91,4,948232689,Comedy
5,955,19,3,877081317,Comedy
5,955,44,5,948226473,Comedy
5,955,51,5,972081369,Comedy
5,955,56,5,1162156747,Comedy
5,955,58,5,951028394,Comedy
5,955,68,3,945878079,Comedy
5,969,5,4,857913475,Comedy
5,969,51,5,941645300,Comedy
5,969,56,5,1162158993,Comedy
5,969,58,5,951028452,Comedy
5,969,60,4,857915659,Comedy
5,969,65,3,970393307,Comedy
5,969,68,5,945878016,Comedy
5,969,73,4,974297834,Comedy
5,969,78,5,1083964410,Comedy
5,969,83,4,849634495,Comedy
5,969,86,5,945878702,Comedy
5,969,91,4,948229162,Comedy
5,973,13,3,1023205469,Comedy
5,973,91,4,948231544,Comedy
5,994,44,5,948217961,Comedy
5,994,51,5,941539131,Comedy
5,994,60,4,857915471,Comedy
5,994,63,4,945877763,Comedy
5,994,73,4,974298210,Comedy
5,994,78,5,1083964232,Comedy
5,1005,18,2,1111619688,Comedy
5,1005,34,2,982513095,Comedy
5,1010,19,3,877093423,Comedy
5,1013,19,3,877081092,Comedy
5,1013,38,4,1170301405,Comedy
5,1013,51,5,982368164,Comedy
5,1013,60,3,857916179,Comedy
5,1013,68,4,945878770,Comedy
5,1014,19,3,877080344,Comedy
5,1014,38,4,1162857949,Comedy
5,1016,19,3,877088879,Comedy
5,1018,19,3,877094116,Comedy
5,1020,8,4,1116548966,Comedy
5,1020,18,3,1111554206,Comedy
5,1020,30,4,876529470,Comedy
5,1020,34,3,982511940,Comedy
5,1020,36,4,1049772929,Comedy
5,1020,43,4,912612009,Comedy
5,1020,88,5,1084226234,Comedy
5,1021,43,5,912613029,Comedy
5,1021,53,3,1022108639,Comedy
5,1028,11,5,945878026,Comedy
5,1028,14,4,1133571228,Comedy
5,1028,18,3,1111546485,Comedy
5,1028,30,5,876528298,Comedy
5,1028,41,4,959867497,Comedy
5,1028,42,3,844423186,Comedy
5,1028,51,5,941540082,Comedy
5,1028,60,5,857915513,Comedy
5,1028,65,4,948225256,Comedy
5,1028,73,4,974327278,Comedy
5,1028,82,4,1216276448,Comedy
5,1028,83,3,849552928,Comedy
5,1028,86,5,945878462,Comedy
5,1028,87,5,981569969,Comedy
5,1028,91,4,948228819,Comedy
5,1034,44,5,948218049,Comedy
5,1034,65,2,949150906,Comedy
5,1042,30,5,876526432,Comedy
5,1042,57,3,868260053,Comedy
5,1042,60,3,857914286,Comedy
5,1042,65,3,951931813,Comedy
5,1042,73,3,974300748,Comedy
5,1042,88,4,1084223363,Comedy
5,1057,51,5,943882758,Comedy
5,1057,56,4,1162156400,Comedy
5,1057,65,3,970778964,Comedy
5,1060,8,4,1116548957,Comedy
5,1060,19,4,877080821,Comedy
5,1060,34,2,981560799,Comedy
5,1060,36,4,1049771572,Comedy
5,1060,40,4,945889233,Comedy
5,1060,41,3,959867589,Comedy
5,1060,44,4,948219008,Comedy
5,1060,73,3,974298502,Comedy
5,1060,78,5,1083964365,Comedy
5,1064,8,4,1116547142,Comedy
5,1064,30,4,876529853,Comedy
5,1064,36,4,1049771007,Comedy
5,1066,14,4,1133571488,Comedy
5,1066,51,5,943882758,Comedy
5,1073,2,3,868244562,Comedy
5,1073,5,4,857911357,Comedy
5,1073,8,3,1115859586,Comedy
5,1073,14,3,1133572011,Comedy
5,1073,18,3,1111546059,Comedy
5,1073,19,4,877082129,Comedy
5,1073,24,4,868254301,Comedy
5,1073,27,4,857911446,Comedy
5,1073,30,4,876526734,Comedy
5,1073,33,3,849544600,Comedy
5,1073,34,2,981560620,Comedy
5,1073,36,4,1049771979,Comedy
5,1073,38,4,1162328536,Comedy
5,1073,41,3,959867655,Comedy
5,1073,46,5,1111545536,Comedy
5,1073,57,4,868259640,Comedy
5,1073,60,5,857913832,Comedy
5,1073,64,4,857914274,Comedy
5,1073,65,3,970837284,Comedy
5,1073,78,4,1083964944,Comedy
5,1073,82,5,1216275519,Comedy
5,1073,83,4,849547181,Comedy
5,1073,86,4,945878532,Comedy
5,1073,90,4,857915212,Comedy
5,1073,91,4,948228819,Comedy
5,1073,92,4,1162163099,Comedy
5,1077,11,3,945877294,Comedy
5,1077,16,4,912601824,Comedy
5,1077,51,5,982368611,Comedy
5,1077,56,5,1162156383,Comedy
5,1077,60,4,857915837,Comedy
5,1077,65,3,970394324,Comedy
5,1077,78,5,1083965787,Comedy
5,1077,83,4,849549841,Comedy
5,1077,91,4,948227818,Comedy
5,1078,56,5,1162156366,Comedy
5,1078,65,3,970393580,Comedy
5,1078,83,3,849634309,Comedy
5,1078,91,4,948230756,Comedy
5,1079,8,4,1116551480,Comedy
5,1079,13,4,1023204930,Comedy
5,1079,18,5,1111545246,Comedy
5,1079,19,5,877082355,Comedy
5,1079,30,5,876527971,Comedy
5,1079,34,2,981560780,Comedy
5,1079,41,3,959867497,Comedy
5,1079,42,5,844423200,Comedy
5,1079,44,5,948226473,Comedy
5,1079,47,4,1162150242,Comedy
5,1079,51,5,982368735,Comedy
5,1079,56,5,1162164305,Comedy
5,1079,65,3,970779159,Comedy
5,1079,68,3,945879138,Comedy
5,1079,78,5,1083964182,Comedy
5,1079,83,4,849549674,Comedy
5,1079,91,4,948232689,Comedy
5,1080,5,4,857912933,Comedy
5,1080,8,4,1115858311,Comedy
5,1080,9,4,1162141414,Comedy
5,1080,18,4,1111546354,Comedy
5,1080,19,5,877080919,Comedy
5,1080,34,3,981560819,Comedy
5,1080,35,4,1133602208,Comedy
5,1080,37,4,1115624848,Comedy
5,1080,42,5,844422326,Comedy
5,1080,47,5,1162150288,Comedy
5,1080,53,4,1022108300,Comedy
5,1080,56,5,1162155082,Comedy
5,1080,65,4,970835727,Comedy
5,1080,66,5,1111545908,Comedy
5,1080,78,5,1083964039,Comedy
5,1080,83,3,849552890,Comedy
5,1080,91,4,948232614,Comedy
5,1081,11,4,945878109,Comedy
5,1081,42,4,844422505,Comedy
5,1081,51,5,943882698,Comedy
5,1081,65,4,948229555,Comedy
5,1081,83,3,849634495,Comedy
5,1081,91,2,948231915,Comedy
5,1083,8,4,1116547313,Comedy
5,1083,56,4,1162157035,Comedy
5,1083,65,3,970833280,Comedy
5,1083,83,3,849634205,Comedy
5,1083,91,4,948231825,Comedy
5,1091,8,3,1115860124,Comedy
5,1091,18,3,1111554374,Comedy
5,1113,13,3,1035217763,Comedy
5,1113,65,2,970393438,Comedy
5,1120,44,4,948219039,Comedy
5,1120,73,4,974327321,Comedy
5,1125,8,4,1116547134,Comedy
5,1125,19,4,877080891,Comedy
5,1125,42,4,844423118,Comedy
5,1125,51,5,982368629,Comedy
5,1125,56,4,1162157040,Comedy
5,1125,65,3,970836518,Comedy
5,1125,91,4,948232650,Comedy
5,1126,8,2,1115858823,Comedy
5,1126,13,3,1023204793,Comedy
5,1126,18,2,1111551120,Comedy
5,1135,18,3,1111554387,Comedy
5,1135,42,4,844423068,Comedy
5,1135,65,3,970836519,Comedy
5,1136,8,4,1115861035,Comedy
5,1136,14,5,1133572746,Comedy
5,1136,18,5,1111546139,Comedy
5,1136,19,5,877080297,Comedy
5,1136,30,3,876528439,Comedy
5,1136,34,4,981560395,Comedy
5,1136,37,4,1112169329,Comedy
5,1136,42,4,844423040,Comedy
5,1136,44,5,948226515,Comedy
5,1136,47,5,1162150159,Comedy
5,1136,56,5,1162156073,Comedy
5,1136,60,3,857916101,Comedy
5,1136,65,4,948221748,Comedy
5,1136,78,5,1083963817,Comedy
5,1136,83,4,849549579,Comedy
5,1136,88,5,1084223542,Comedy
5,1136,91,4,948232574,Comedy
5,1148,3,4,1133571121,Comedy
5,1148,7,5,1054292370,Comedy
5,1148,8,4,1115860089,Comedy
5,1148,19,5,877081016,Comedy
5,1148,65,4,989056936,Comedy
5,1148,70,4,1213919268,Comedy
5,1148,73,4,974297347,Comedy
5,1148,78,5,1083963608,Comedy
5,1148,85,3,941537477,Comedy
5,1148,91,5,948229019,Comedy
5,1151,65,3,971136372,Comedy
5,1162,65,3,951503192,Comedy
5,1171,73,3,974327396,Comedy
5,1172,5,4,857913475,Comedy
5,1172,10,5,942836214,Comedy
5,1172,19,5,877080751,Comedy
5,1172,51,5,982367903,Comedy
5,1172,55,4,1049782105,Comedy
5,1172,58,5,951028589,Comedy
5,1172,78,5,1083962933,Comedy
5,1172,91,5,948232530,Comedy
5,1175,16,5,912601736,Comedy
5,1175,18,4,1111545125,Comedy
5,1175,78,5,1176692254,Comedy
5,1188,8,3,1116552839,Comedy
5,1188,18,4,1111545620,Comedy
5,1188,19,5,877087452,Comedy
5,1188,44,5,948217950,Comedy
5,1188,78,5,1083964673,Comedy
5,1193,6,5,1001082973,Comedy
5,1193,10,5,942837308,Comedy
5,1193,13,4,1035218406,Comedy
5,1193,17,5,1049767541,Comedy
5,1193,19,4,877080568,Comedy
5,1193,30,4,876528439,Comedy
5,1193,40,5,945876875,Comedy
5,1193,51,5,982367791,Comedy
5,1193,52,5,945876972,Comedy
5,1193,55,5,1049776343,Comedy
5,1193,56,5,1162156014,Comedy
5,1193,60,5,857915471,Comedy
5,1193,61,5,974297432,Comedy
5,1193,63,5,945877763,Comedy
5,1193,68,5,945878564,Comedy
5,1193,69,5,1000138017,Comedy
5,1193,70,5,1213919258,Comedy
5,1193,78,5,1083963838,Comedy
5,1193,81,4,1049793052,Comedy
5,1193,83,3,849633921,Comedy
5,1193,91,5,948228546,Comedy
5,1197,6,5,1001083175,Comedy
5,1197,8,5,1111622763,Comedy
5,1197,13,4,1022096205,Comedy
5,1197,14,5,1133572796,Comedy
5,1197,19,5,877080751,Comedy
5,1197,28,4,912607311,Comedy
5,1197,34,4,981560529,Comedy
5,1197,38,3,1162328206,Comedy
5,1197,41,4,959867546,Comedy
5,1197,52,4,945876948,Comedy
5,1197,58,5,951028667,Comedy
5,1197,65,3,970836519,Comedy
5,1197,78,5,1083963977,Comedy
5,1197,83,4,849633697,Comedy
5,1197,88,4,1084223656,Comedy
5,1197,91,4,948227444,Comedy
5,1199,5,5,857913206,Comedy
5,1199,16,4,912601736,Comedy
5,1199,19,3,877081352,Comedy
5,1199,34,4,981559848,Comedy
5,1199,60,3,857915619,Comedy
5,1199,78,5,1083964331,Comedy
5,1202,73,3,974298092,Comedy
5,1202,78,5,1083965104,Comedy
5,1211,10,3,942836214,Comedy
5,1211,51,5,982368282,Comedy
5,1211,68,2,945878564,Comedy
5,1211,78,5,1083964937,Comedy
5,1215,8,5,1111623116,Comedy
5,1215,16,4,912601849,Comedy
5,1215,18,4,1111546680,Comedy
5,1215,19,4,877086087,Comedy
5,1215,37,5,1111545601,Comedy
5,1215,73,4,974297994,Comedy
5,1215,75,5,1162160936,Comedy
5,1215,78,4,1083962838,Comedy
5,1220,8,4,1115859571,Comedy
5,1220,18,5,1111544782,Comedy
5,1220,19,5,877081180,Comedy
5,1220,28,4,912607477,Comedy
5,1220,41,4,959867684,Comedy
5,1220,47,5,1162150262,Comedy
5,1220,58,4,951028711,Comedy
5,1220,65,2,970393580,Comedy
5,1220,78,5,1083964747,Comedy
5,1220,83,3,849634240,Comedy
5,1220,91,2,948231825,Comedy
5,1223,19,5,877082417,Comedy
5,1223,78,4,1083963763,Comedy
5,1223,91,4,948229019,Comedy
5,1226,19,4,877081048,Comedy
5,1226,56,5,1162156494,Comedy
5,1226,73,4,974327169,Comedy
5,1230,5,5,857912968,Comedy
5,1230,9,4,1162141434,Comedy
5,1230,19,4,877080751,Comedy
5,1230,44,5,948226428,Comedy
5,1230,51,5,982368566,Comedy
5,1230,56,5,1162155134,Comedy
5,1230,58,4,951028014,Comedy
5,1230,60,5,857915382,Comedy
5,1230,65,3,970393438,Comedy
5,1230,68,3,945877832,Comedy
5,1230,78,4,1089332904,Comedy
5,1230,91,4,948233074,Comedy
5,1234,7,4,1050329550,Comedy
5,1234,8,5,1111622989,Comedy
5,1234,13,4,1035217811,Comedy
5,1234,19,4,877080714,Comedy
5,1234,51,5,982368714,Comedy
5,1234,56,5,1162157439,Comedy
5,1234,58,5,951028261,Comedy
5,1234,60,5,857915880,Comedy
5,1234,65,4,970837031,Comedy
5,1234,70,5,1213919410,Comedy
5,1234,78,4,1089539426,Comedy
5,1234,83,3,849634556,Comedy
5,1235,5,5,857913376,Comedy
